,num4black,num4white,0,1,2
F5F6E6D6E7G5C5F4C4D7F7E8F3E3C6G4G3F2H5C7H3G6E2H6D3C2D2,2.0,1.0,156.0,223.0,
F5F6E6D6E7G5C5F4C4D7F7E8F3E3C6G4G3F2H5C7H3G6E2H6D3C2D2E1,1.0,1.0,157.0,,
F5F6E6D6E7G5C5F4C4D7F7E8F3E3C6G4G3F2H5C7H3G6E2H6D3C2D2E1D8,1.0,1.0,158.0,,
F5F6E6D6E7G5C5F4C4D7F7E8F3E3C6G4G3F2H5C7H3G6E2H6D3C2D2E1D8C8,1.0,1.0,,,
F5F6E6D6E7G5C5F4C4D7F7E8F3E3C6G4G3F2H5C7H3G6E2H6D3E1,1.0,1.0,160.0,,
F5F6E6D6E7G5C5F4C4D7F7E8F3E3C6G4G3F2H5C7H3G6E2H6D3E1D8,1.0,1.0,161.0,,
F5F6E6D6E7G5C5F4C4D7F7E8F3E3C6G4G3F2H5C7H3G6E2H6D3E1D8C8,1.0,1.0,162.0,,
F5F6E6D6E7G5C5F4C4D7F7E8F3E3C6G4G3F2H5C7H3G6E2H6D3E1D8C8F8,1.0,1.0,163.0,,
F5F6E6D6E7G5C5F4C4D7F7E8F3E3C6G4G3F2H5C7H3G6E2H6D3E1D8C8F8H4,1.0,1.0,,,
F5F6E6D6E7G5C5F4C4D7F7E8D3C6F8G8E3C7D8C8G3F3G4H5F2E2E1H2B6,1.0,1.0,165.0,,
F5F6E6D6E7G5C5F4C4D7F7E8D3C6F8G8E3C7D8C8G3F3G4H5F2E2E1H2B6F1,1.0,1.0,,,
F5F6E6D6E7G5C5F4C4D7F7E8D3C6F8G8E3C7D8C8G3F3B6B5G4H5A6A4B4H2,1.0,1.0,,,
F5F6E6D6E7G5C5F4C4D7F7E8D3C6F8G8E3C7D8C8G3F3B6B5A6A4B4A3,1.0,1.0,168.0,,
F5F6E6D6E7G5C5F4C4D7F7E8D3C6F8G8E3C7D8C8G3F3B6B5A6A4B4A3B3,1.0,1.0,169.0,,
F5F6E6D6E7G5C5F4C4D7F7E8D3C6F8G8E3C7D8C8G3F3B6B5A6A4B4A3B3A2,1.0,1.0,,,
F5F6E6D6E7G5C5F4C4D7F7E8F3E3C6G4G3F2H5C7H3G6E2H6D8C8D3B5,1.0,2.0,171.0,209.0,
F5F6E6D6E7G5C5F4C4D7F7E8F3E3C6G4G3F2H5C7H3G6E2H6D8C8D3B5A6,1.0,1.0,172.0,,
F5F6E6D6E7G5C5F4C4D7F7E8F3E3C6G4G3F2H5C7H3G6E2H6D8C8D3B5A6B3,1.0,1.0,,,
F5F6E6D6E7G5C5F4C4C6C7E8E3C3F3B5G4D7C2H3H5B4C8D2,3.0,1.0,174.0,,
F5F6E6D6E7G5C5F4C4C6C7E8E3C3F3B5G4D7C2H3H5B4C8D2F7,3.0,1.0,175.0,,
F5F6E6D6E7G5C5F4C4C6C7E8E3C3F3B5G4D7C2H3H5B4C8D2F7H4,3.0,1.0,176.0,,
F5F6E6D6E7G5C5F4C4C6C7E8E3C3F3B5G4D7C2H3H5B4C8D2F7H4H2,3.0,1.0,177.0,,
F5F6E6D6E7G5C5F4C4C6C7E8E3C3F3B5G4D7C2H3H5B4C8D2F7H4H2G3,3.0,1.0,178.0,,
