,num4black,num4white,0,1,2,3,4,5,6,7
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H4H5H6G3A5C1H3F7E7E8C7C5E2E1,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5C2E2C5C6B6C1F1,1.0,2.0,2847.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5C2E2C5C6B6C1F1B3,1.0,2.0,2848.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5C2E2C5C6B6C1F1B3C7,1.0,2.0,2849.0,2873.0,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5C2E2C5C6B6C1F1B3C7D8,1.0,1.0,2850.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5C2E2C5C6B6C1F1B3C7D8A3,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H4H5H6G3H3C1A5F7F1E2,2.0,1.0,2852.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H4H5H6G3H3C1A5F7F1E2E8,2.0,1.0,2853.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H4H5H6G3H3C1A5F7F1E2E8B3,2.0,1.0,2854.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H4H5H6G3H3C1A5F7F1E2E8B3E7,2.0,1.0,2855.0,5380.0,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H4H5H6G3H3C1A5F7F1E2E8B3E7G8,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1E7B5C1C5B3E1C6C7A5A6C8A3,1.0,1.0,2857.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1E7B5C1C5B3E1C6C7A5A6C8A3A7,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5C2E2C5C6C7C8A4F1F8D8G3,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H5F7H6G3A5C2E7,5.0,1.0,2860.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H5F7H6G3A5C2E7F8,5.0,1.0,2861.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H5F7H6G3A5C2E7F8D8,5.0,1.0,2862.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H5F7H6G3A5C2E7F8D8D1,5.0,1.0,2863.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H5F7H6G3A5C2E7F8D8D1H2,5.0,1.0,2864.0,3097.0,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H5F7H6G3A5C2E7F8D8D1H2G7,2.0,1.0,2865.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H5F7H6G3A5C2E7F8D8D1H2G7C7,2.0,1.0,2866.0,3834.0,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H5F7H6G3A5C2E7F8D8D1H2G7C7C6,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2C7C6E2G5G6G4H4H5H6G3H3C8F1,1.0,1.0,2868.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2C7C6E2G5G6G4H4H5H6G3H3C8F1C2,1.0,1.0,2869.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2C7C6E2G5G6G4H4H5H6G3H3C8F1C2B3,1.0,1.0,2870.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2C7C6E2G5G6G4H4H5H6G3H3C8F1C2B3D2,1.0,1.0,2871.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2C7C6E2G5G6G4H4H5H6G3H3C8F1C2B3D2C1,1.0,1.0,2872.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2C7C6E2G5G6G4H4H5H6G3H3C8F1C2B3D2C1F7,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5C2E2C5C6B6C1F1B3C7E8,3.0,1.0,2874.0,3212.0,4528.0,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5C2E2C5C6B6C1F1B3C7E8E1,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5B5B3D2E6B6A3D7E7C7G3A4,1.0,4.0,2876.0,3869.0,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5B5B3D2E6B6A3D7E7C7G3A4G4,2.0,1.0,2877.0,5086.0,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5B5B3D2E6B6A3D7E7C7G3A4G4F8,1.0,1.0,2878.0,,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5B5B3D2E6B6A3D7E7C7G3A4G4F8C1,1.0,1.0,2879.0,,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5B5B3D2E6B6A3D7E7C7G3A4G4F8C1E1,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2E2C1F7C6B6E8F1,3.0,1.0,2881.0,3731.0,5091.0,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2E2C1F7C6B6E8F1G3,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2F7C6E2C1E8,3.0,1.0,2883.0,3367.0,3816.0,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2F7C6E2C1E8G3,1.0,1.0,2884.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2F7C6E2C1E8G3B6,1.0,1.0,2885.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2F7C6E2C1E8G3B6C7,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H5F7H6G3B5E2D1E1C5,1.0,2.0,2887.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H5F7H6G3B5E2D1E1C5C1,1.0,2.0,2888.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H5F7H6G3B5E2D1E1C5C1C2,1.0,2.0,2889.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H5F7H6G3B5E2D1E1C5C1C2B1,1.0,2.0,2890.0,4754.0,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H5F7H6G3B5E2D1E1C5C1C2B1A3,1.0,1.0,2891.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H5F7H6G3B5E2D1E1C5C1C2B1A3B6,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2E2G3A3H6C1E8D8E1,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2F7C6E2C1G3E8F8A5,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2E2G3A3F7,1.0,2.0,2895.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2E2G3A3F7C1,1.0,2.0,2896.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2E2G3A3F7C1H6,1.0,2.0,2897.0,4620.0,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2E2G3A3F7C1H6H3,1.0,1.0,2898.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2E2G3A3F7C1H6H3H4,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H5F7H6G3F8H4H3C2F1G7C5D1C6D7,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H5F7H6G3A5H3E7C2C6C5,4.0,1.0,2901.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H5F7H6G3A5H3E7C2C6C5B5,4.0,1.0,2902.0,3458.0,4845.0,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H5F7H6G3A5H3E7C2C6C5B5D1,1.0,1.0,2903.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H5F7H6G3A5H3E7C2C6C5B5D1H4,1.0,1.0,2904.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H5F7H6G3A5H3E7C2C6C5B5D1H4H7,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4G3E6E3G5G6F3G4F7E2H5B5F2C7C2C5D7F1D2C6E1A4B3,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5C2C5C6H6F8G3A4E1F7C8D1,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5C2C5C6H6F8E2B3C7A6,1.0,2.0,2908.0,4564.0,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5C2C5C6H6F8E2B3C7A6B6,4.0,1.0,2909.0,3169.0,4459.0,5053.0,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5C2C5C6H6F8E2B3C7A6B6H5,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5C2C5C6H6F8G3F7E2,1.0,2.0,2911.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5C2C5C6H6F8G3F7E2B3,1.0,2.0,2912.0,3428.0,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5C2C5C6H6F8G3F7E2B3E1,2.0,1.0,2913.0,4227.0,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5C2C5C6H6F8G3F7E2B3E1A5,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5F1G3G6G4H3E7H6C2H4H5F7G8C5B5C6,2.0,1.0,2915.0,3902.0,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5F1G3G6G4H3E7H6C2H4H5F7G8C5B5C6E1,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5D8F1C2F7C6A4C1B6G8,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5C2C5C6A4B3E2C1E1A3,1.0,1.0,2918.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5C2C5C6A4B3E2C1E1A3A2,1.0,1.0,2919.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5C2C5C6A4B3E2C1E1A3A2A5,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2E2C1F7C6D1C7B6,3.0,1.0,2921.0,4317.0,5117.0,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2E2C1F7C6D1C7B6A6,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5C2E2C5C6B6H6C7G3F8F1,2.0,1.0,2923.0,4463.0,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5C2E2C5C6B6H6C7G3F8F1F7,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2E2C6A4C1E1A3,1.0,1.0,2925.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2E2C6A4C1E1A3A2,1.0,1.0,2926.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2E2C6A4C1E1A3A2A5,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6E6C5D2D1B3B5E1F1F2G1B1F7E7G3A6G5,1.0,1.0,2928.0,,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6E6C5D2D1B3B5E1F1F2G1B1F7E7G3A6G5G6,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4G3E6E3G5G6F3G4F7E2H3B5H4H6C2H5D2H2C5C1A5B3,1.0,1.0,2930.0,,,,,,,
F5D6C3D3C4F4F6B4G3E6E3G5G6F3G4F7E2H3B5H4H6C2H5D2H2C5C1A5B3A4,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5C2E2C5C6B6H6C7F1F8G3D1,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2A4C1F1C6E1D1E2G1,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2A4C6A3C1F1,1.0,2.0,2934.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2A4C6A3C1F1E2,1.0,2.0,2935.0,4572.0,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2A4C6A3C1F1E2H5,1.0,1.0,2936.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2A4C6A3C1F1E2H5A6,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1C1B5E7C5B3A4C2E2G3E1,1.0,1.0,2938.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1C1B5E7C5B3A4C2E2G3E1C6,1.0,1.0,2939.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1C1B5E7C5B3A4C2E2G3E1C6D7,1.0,1.0,2940.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1C1B5E7C5B3A4C2E2G3E1C6D7A6,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2E2C1F7C6D1C7H6,2.0,1.0,2942.0,5331.0,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2E2C1F7C6D1C7H6H5,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5F1G3G6G4H3F7H6C2C5C6E7F8,3.0,1.0,2944.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5F1G3G6G4H3F7H6C2C5C6E7F8D8,3.0,1.0,2945.0,3843.0,4854.0,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5F1G3G6G4H3F7H6C2C5C6E7F8D8E1,1.0,1.0,2946.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5F1G3G6G4H3F7H6C2C5C6E7F8D8E1D1,1.0,1.0,2947.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5F1G3G6G4H3F7H6C2C5C6E7F8D8E1D1D7,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5C2C5C6H6F8E2B3C7A5B6C8,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2E2C1A4C6A3F1,1.0,1.0,2950.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2E2C1A4C6A3F1E1,1.0,1.0,2951.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2E2C1A4C6A3F1E1D1,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5D8F1E2,1.0,2.0,2953.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5D8F1E2H5,1.0,2.0,2954.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5D8F1E2H5C7,1.0,2.0,2955.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5D8F1E2H5C7F7,1.0,2.0,2956.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5D8F1E2H5C7F7E1,1.0,2.0,2957.0,5067.0,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5D8F1E2H5C7F7E1C2,1.0,1.0,2958.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5D8F1E2H5C7F7E1C2G3,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5C2C5C6E2B3A4C1A3,1.0,1.0,2960.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5C2C5C6E2B3A4C1A3E1,1.0,1.0,2961.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5C2C5C6E2B3A4C1A3E1F7,1.0,1.0,2962.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5C2C5C6E2B3A4C1A3E1F7E8,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1E7B5B3C5E2H5H4F7D7,2.0,1.0,2964.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1E7B5B3C5E2H5H4F7D7H3,2.0,1.0,2965.0,3139.0,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1E7B5B3C5E2H5H4F7D7H3E1,1.0,1.0,2966.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1E7B5B3C5E2H5H4F7D7H3E1C6,1.0,1.0,2967.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1E7B5B3C5E2H5H4F7D7H3E1C6C2,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2A4G3A3C1E2E1,1.0,1.0,2969.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2A4G3A3C1E2E1F7,1.0,1.0,2970.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2A4G3A3C1E2E1F7E8,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5C2C5C6H6D1F1F8H5F7C7,2.0,1.0,2972.0,3599.0,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5C2C5C6H6D1F1F8H5F7C7A5,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2A4G3E2F7C1,1.0,2.0,2974.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2A4G3E2F7C1H5,1.0,2.0,2975.0,3555.0,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2A4G3E2F7C1H5D8,1.0,1.0,2976.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2A4G3E2F7C1H5D8E1,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5D2E6C1G4B5A5A6A3A4A7B6B3E7C7,2.0,1.0,2978.0,4077.0,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5D2E6C1G4B5A5A6A3A4A7B6B3E7C7D7,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1E7B5B3C5E2H5H4F7C1H3H6C2,2.0,1.0,2980.0,4968.0,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1E7B5B3C5E2H5H4F7C1H3H6C2E1,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4H4H5H6G3F1C2C5D1H3F7F8E2C7C6,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5B5E6D2B3B6A3A5A6G6,1.0,2.0,2983.0,3873.0,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5B5E6D2B3B6A3A5A6G6A4,1.0,1.0,2984.0,,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5B5E6D2B3B6A3A5A6G6A4C1,1.0,1.0,2985.0,,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5B5E6D2B3B6A3A5A6G6A4C1G5,1.0,1.0,2986.0,,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5B5E6D2B3B6A3A5A6G6A4C1G5G4,1.0,1.0,2987.0,,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5B5E6D2B3B6A3A5A6G6A4C1G5G4H6,1.0,1.0,2988.0,,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5B5E6D2B3B6A3A5A6G6A4C1G5G4H6F7,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5F1G3G6G4H3E7H6C2H4H5F7E8C5C6D7D1,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5D2E6C1G4H5H3B5A5D7E7E8F8G3,1.0,1.0,2991.0,,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5D2E6C1G4H5H3B5A5D7E7E8F8G3D1,1.0,1.0,2992.0,,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5D2E6C1G4H5H3B5A5D7E7E8F8G3D1H4,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4C2E2C6E6E3F3G5G3F1F7B5F2C5,1.0,2.0,2994.0,,,,,,,
F5D6C3D3C4F4F6B4C2E2C6E6E3F3G5G3F1F7B5F2C5D1,1.0,2.0,2995.0,,,,,,,
F5D6C3D3C4F4F6B4C2E2C6E6E3F3G5G3F1F7B5F2C5D1G4,1.0,2.0,2996.0,,,,,,,
F5D6C3D3C4F4F6B4C2E2C6E6E3F3G5G3F1F7B5F2C5D1G4D2,1.0,2.0,2997.0,,,,,,,
F5D6C3D3C4F4F6B4C2E2C6E6E3F3G5G3F1F7B5F2C5D1G4D2D7,1.0,2.0,2998.0,,,,,,,
F5D6C3D3C4F4F6B4C2E2C6E6E3F3G5G3F1F7B5F2C5D1G4D2D7H6,1.0,2.0,2999.0,3868.0,,,,,,
F5D6C3D3C4F4F6B4C2E2C6E6E3F3G5G3F1F7B5F2C5D1G4D2D7H6E7,2.0,1.0,3000.0,3413.0,,,,,,
F5D6C3D3C4F4F6B4C2E2C6E6E3F3G5G3F1F7B5F2C5D1G4D2D7H6E7G6,1.0,1.0,3001.0,,,,,,,
F5D6C3D3C4F4F6B4C2E2C6E6E3F3G5G3F1F7B5F2C5D1G4D2D7H6E7G6H5,1.0,1.0,3002.0,,,,,,,
F5D6C3D3C4F4F6B4C2E2C6E6E3F3G5G3F1F7B5F2C5D1G4D2D7H6E7G6H5E8,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1C1B5G3E1C2E2F7C5B3D7,1.0,3.0,3004.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1C1B5G3E1C2E2F7C5B3D7C7,1.0,3.0,3005.0,4437.0,4923.0,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1C1B5G3E1C2E2F7C5B3D7C7H3,2.0,1.0,3006.0,5296.0,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1C1B5G3E1C2E2F7C5B3D7C7H3D8,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1E7B5B3C5E2A4C1D7C8,2.0,1.0,3008.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1E7B5B3C5E2A4C1D7C8H5,2.0,1.0,3009.0,5348.0,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1E7B5B3C5E2A4C1D7C8H5H4,1.0,1.0,3010.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1E7B5B3C5E2A4C1D7C8H5H4H3,1.0,1.0,3011.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1E7B5B3C5E2A4C1D7C8H5H4H3H6,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1C1B5E7C5B3E1C6A3A6A4,2.0,1.0,3013.0,5146.0,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1C1B5E7C5B3E1C6A3A6A4D1,1.0,1.0,3014.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1C1B5E7C5B3E1C6A3A6A4D1C2,1.0,1.0,3015.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1C1B5E7C5B3E1C6A3A6A4D1C2G1,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5B3C5C2A4C1E2E8E1C7H6C6,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5D2E6C1G4H5H3B5A5D7E7C7B6,2.0,1.0,3018.0,,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5D2E6C1G4H5H3B5A5D7E7C7B6F8,2.0,1.0,3019.0,,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5D2E6C1G4H5H3B5A5D7E7C7B6F8D8,2.0,1.0,3020.0,4672.0,,,,,,
F5D6C3D3C4F4F6B4C2F3E3E2C6F2C5D2E6C1G4H5H3B5A5D7E7C7B6F8D8B8,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5C2E2C5C6B6C1C7D8C8,1.0,2.0,3022.0,3948.0,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5C2E2C5C6B6C1C7D8C8A3,1.0,1.0,3023.0,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4E7D7B5C2E2C5C6B6C1C7D8C8A3E8,1.0,1.0,,,,,,,,
F5D6C3D3C4F4F6B4F3E6E3F2D2G5G6G4F1E7B5B3C5E2H5H4H3H6E1,2.0,1.0,3025.0,3508.0,,,,,,
